content,title
"身邊很多小綠綠,說這場遊行是黃國昌為了自己的政治利益呀,是館長要拉抬聲勢啊,是挺柯p啊...,種種奇怪的理由，去反對623反紅媒體,還說啥行政中立，不能關掉中天,奇怪了，誰說要關掉中天？,其實遊行目的是說,""拒絕紅色媒體"",趕出去或滾出去是館長的語言...,上個會期黃國昌提出的廣電三法修正案，,只要接受中共政府一定金額以上的補助，,就不得在臺灣擁有廣電媒體。,所以其實沒有要他關掉，但不能一直接受中共的補助而已，,媒體有立場在台灣是人盡皆知的，有親綠,親藍媒體，,但拿敵國的錢辦事的媒體應該受到法律約束。,台灣民主法治國家，沒有要中天下架，,而是需要進步價值，如同年輕人支持的同婚，,不論2020最後誰贏了，,新的政府要支持廣播電視法修正的法案，,不能再一直擋或是假裝排審，但一拖再拖，,以上一點小小的想法,623也希望大家站出來支持這個遊行！,謝謝,--",[問卦] 是不是很多綠覺青反623遊行？
"德不配位的老女人,當個特首做事還怪東怪西,自己沒能力就找理由牽拖本島,屌你老母,特首給西瓜當還比較有用,--",[問卦] 林鄭月娥是不是廢物？
"我肥宅啦,每天一定要買飲料配飯才吃得下去,啊怎麼去買飲料的時候,常常看到有客人點完飲料就停在櫃檯那邊,一直看店員做飲料,明明店員也是跟我差不多的宅啊,為什麼不看我呢？,而且還擋住我點飲料,我後面還排一堆人,直接一個無動於衷,是不是一直看店員做飲料,飲料就會變好喝？,有沒有點飲料擋在櫃檯的掛？,--",[問卦] 點完飲料一直待在櫃檯的用意是？
"那些早就拋棄台灣,搬到國外生活的人,一年待在台灣不到一個月,只有偷用健保&投票才會回來,外僑憑什麼有投票權阿,有沒有這方面的八卦?,--,員工:,老闆，你都不加薪，我決定要辭職了!!!,老闆:,冷靜!冷靜!,我們各退一步，我不加薪，你不辭職,這樣好嗎?,員工:,這還差不多!!,--",[問卦] 欸~外僑憑什麼有投票權?
"國民黨總統初選競爭激烈，最近民調持續上漲的參選人郭台銘，周末南下參加學生畢業典,禮，而郭董現在除了要爭取年輕族群支持之外，月底也將在他的出生地板橋，舉辦大型的,造勢會，郭董這場造勢活動，不會講「激烈的言論」，可能還會唱歌跳舞，郭董首場造勢,也被視為跟韓國瑜互別苗頭。,國民黨總統初選參選人,郭台銘：「各位畢業同學、家長，大家早安，大家好。」,一上台就受到台下畢業生熱烈歡迎，國民黨總統初選參選人郭台銘，週六一早就南下嘉義，,參加大學生畢業典禮。,國民黨總統初選參選人,郭台銘：「在座的各位，只要像我一樣堅持45年，每天工作15、,16個小時，沒有禮拜六、禮拜天，你們每一個人都可以超過我，對不對啊？有沒有信心啊,?」,郭董幽默的致詞，勉勵台下畢業生，而最近在衝刺選情的他，除了要搶攻年輕族群之外，,也希望能夠用造勢活動來凝聚士氣，傳出郭董月底將在板橋體育場，舉辦「嘉年華園遊會,」。,國民黨總統初選參選人,郭台銘：「敦親睦鄰活動只有一天，我個人不認為造勢是有效果,的，我這一輩子都是走自己的人，我不會去跟人家去抄，不會去學，並不是在上面要講很,多，什麼激烈的言論，沒有，你可以看到我那天講話，一定會非常快樂，說不定我在上面,還會唱歌，還會跳舞。」,造勢活動風格，要跟其他參選人做出區隔，郭台銘拚選戰，每一步走得小心，最近頻頻南,下接地氣的郭董，跟基層農民接觸也頗有心得。,國民黨總統初選參選人,郭台銘：「今天早上我一大早就跟農民座談，他們就反應到我們,農業政策有很多失敗的地方，舉個例子，很多農民就反應，在禁用『巴拉刈』過程當中，,有很多決策做的很粗糙。」,直接點出農民關心的農藥使用問題，郭董看基層問題，從點、線、面，做足功課，對症下,藥。",[新聞] 尬韓流！郭董月底板橋大造勢：不講激烈言論
"如題啊,我已經先幫中共想好劇本了,怎麼好好的處理這次遊行的人,這個發想最主要是來自看到今天那位去香港的女孩,一直強調說明天是和平遊行,但又看到許多解放軍去香港,又看到那個女孩,前幾天發文(第一次遊行那天),說有很多不理性的人挑釁警察,於是乎想到了,我大尾田真的是預言家,中共只要混入幾個人到遊行隊伍,然後開始作亂,亂丟東西,挑釁解放軍,這樣就有理由去攻擊這些「暴民」了,這個阿拉巴斯坦劇情有87%像,不過我是希望部會發生,希望明天一如往常,天佑香港QQ,--,找到票了！！是同意！！,恭喜我大114校長連任,--",[問卦] 明天香港遊行劇本
"今天九面去訪問郭董,小弟才有看這個頻道,因為以前,八卦每次看到九面,就把他噓到一無是處,我還以為這個就是個廢物Youtuber,但剛剛去看了他的頻道,發現他觀看隨便都是十萬百萬,儼然是個當紅YouTuber,那麼,為何會有這種差異？,難道真的是反指標？？？,有沒有八卦？,-----,Sent,from,JPTT,on,my,HMD,Global,Nokia,8.1.,--",[問卦] 九面在八卦被噓爆，觀看卻都十萬百萬？
"ㄋㄐ是昔日的五霸之一,因為長得頗像舒淇而倍受攻擊,在韓冰成為全民情人的今日,跟韓冰有七分神似的ㄋㄐ能再起風雲嗎？,-----,Sent,from,JPTT,on,my,HTC_U-3u.,--",[問卦] 有沒有壞心眼小咪ㄋㄐ的八卦？
"風傳媒,半裸女性在畫廊張開雙腿致敬…塵封逾100年、藝術家都不敢攤在陽光下的神作！,陳伯璿,L'Origine,du,monde",[新聞] 藝術家都不敢攤在陽光下的畫作
"暴龍明明是生於白堊紀,卻在20多年前穿越時空主演侏羅紀後翻紅,嚐到走紅滋味，又接續演幾部偶像劇,如今終於擊敗金州勇士拿下NBA總冠軍,可是又如何？,他還是輸了志玲啊！！,--",[問卦] 暴龍贏了勇士又如何？
"1.媒體來源:,中時,2.記者署名,李珮雲,3.完整新聞標題:,月入45K算何種階級？網：賤民,4.完整新聞內文:,高雄一名工程師透露，自己存款50萬、月薪4萬5，好奇自己落在哪個資產階級，於是上網,發問求解，沒想到網友2個字一語道破原PO的處境，直言「沒辦法隨時拿出100萬都不及格,！」,原PO昨（14日）在PTT八卦板發文表示，「小弟高雄工作5年，只是個小小工程師，月入,45K（不含年終），存款大概50萬，有車租房子，日子還算過的去…」並好奇問道「這在,高雄算在什麼資產階級的啊？」,貼文一出隨即掀起網友熱議，不少人回應「高雄應該算土豪級」、「人生勝利組，站在頂,峰的權貴階級」、「高雄4萬很不錯了，相當於台北7萬以上」、「高雄薪水超過40K，就,算是前5%的菁英」。,不過也有網友認為「沒辦法隨時拿出100萬都不及格」、「沒房子，那也只是貧民」、「,如果沒房沒車，那就是社會底層」、「庶民再下去的那個階級」、「賤民，新標準出來了,」。,5.完整新聞連結,(或短網址):",[新聞] 月入45K算何種階級？網：賤民
"對搖滾不熟的,可能比較知道五X天而已,可是查一下搖滾樂的種類,多到相當多,例如,流行搖滾,哥德搖滾,藝術搖滾,死亡搖滾,沙漠搖滾,硬式搖滾,油漬搖滾等等等...,還有很多很多...,不熟還真的不會分辨這些搖滾樂,哪種搖滾樂音樂,才是搖滾樂的霸主呢?,是不是大部分都很喜歡很黑暗的風格,有沒有八卦?,--",[問卦] 搖滾樂的霸主是哪種搖滾音樂?
"聯合報,記者張錦弘╱即時報導,06/15,22:26,國中聯考復辟?私中生佔比創新高,小學生拼補習考私校,12年國教5年前上路，教育部希望能減輕國中生升學壓力、減少補習。但面對不確定的教改,，越來越多家長選擇讓孩子念私立國中，再直升高中，目標6年後考頂尖大學。教育部統計,，在少子化時代，私立國中生人數占比卻逆勢上揚，107學年已占13.6%，創近年來新高。,教團憂心，搶進私中成風潮，私校紛舉辦各種小六生學科檢測、違法考試招生，估計光大台,北地區，每年至少幾萬名小六生參加私中招生考，如同「國中聯考」復辟，連帶助長小學生,補習考私中的商機，連高四重考班也改幫小學生補習。12年國反而讓升學、補習壓力向下延,伸，教育部不應坐視。,全國教育產業總工會理事長黃耀南指出，教育部103學年起推動12年國教，免試入學採計每,科成績只剩7級的國中會考，許多家長無所適從，不願讓孩子當教改白老鼠，乾脆送孩子念,私中，,私立國中生同年達到9.4萬多人的高峰，占11.7%；107學年私中生雖隨少子化減為8,萬4954人，占比卻增為1成36，再創新高。,黃耀南指出，私中打著「國、高中一貫」、「強調課業要求」、及「生活常規的建立」等口,號，讓家長趨之若鶩，紛紛以學力檢測、入學評量等名目考試招生，以考國、英、數,三科,最多，甚至收費幾百元。,黃耀南估計，有私校考試多達4、5千人報考，大台北少說也有幾萬人報考私中，補教業也因,此大發利市，50年前九年國教上路就已絕跡的國中聯考已形同復辟，恐加劇教育貧富差距、,階級複製，沒錢念私校的孩子更吃虧。,黃耀南也提醒家境小康的家長，要量力而為，不要勉強送孩子念私校，有的孩子進到私中後,，發現同學都是有錢人家的小孩，會產生自卑心理，也可能被嬌生慣養的同學關係霸凌，最,後只好轉讀公立國中。,北市就有一家創立50年的高四重考補習班嗅到商機，這兩年也開辦小五、小六生升私中班，,業者指出，隨著大考錄取率接近百分百，高四重考班生意很難做，北市目前只剩3家業者、,學生才不過兩千多人，因此轉戰小五、小六生補習考私中的新市場。國、英、數每科每周上,3小時，每科一年收費約2萬多元、3科一年收費約7萬元。,台北市木柵國小校長林秀勤觀察，選擇讓孩子念私中的家長，常因私校嚴管勤教、且安排課,輔省去補習，也有的是看中私校教程式設計、樂高等特色課程；念公立國中的學生，很多是,因就近入學、接送方便，或孩子較能主動學習，不用太督促，但3年後考高中不見得比較差,，例如有3名木柵國小校友升上木柵國中3年後，今年都可上建中。建議家長從旁觀察、讓孩,子適性發展，不見得人人都適合念私校。",[新聞] 國中聯考復辟?私中生佔比創新高 小學生拼補習考私校
"自由,網友別亂見！相約北上吃飯,妙齡女被騙到摩鐵性侵,〔記者吳政峰／台北報導〕網友見面務必謹慎！妙齡女子小妤（化名）與未曾謀面的潘姓,網友相約北上參加一場飯局，飯後潘男以時間太晚隔日再回去，說服小妤同赴摩鐵過夜，,豈料一進房，潘男就逼她呻吟助興自慰，最後還硬上性侵，小妤報案後才驚知潘男曾有槍,砲、偷竊前科；高等法院日前認定潘男觸犯強制性交罪，判刑3年6月，可上訴。,2017年初，小妤透過聊天軟體認識潘男，同意一同北上台北參加飯局，兩人先約在台中高,鐵站見面，潘男再載她北上赴約，吃完飯後，潘男以時間過晚、在台北還有工作等理由，,說服小妤入住摩鐵。,沒想到潘男一進房後就獸性大發，不顧小妤反抗，強脫其衣褲，威脅小妤要在他自慰時呻,吟助興，甚至強逼她幫忙打手槍，而後潘男覺得不過癮，進一步要求她口交，遭到拒絕後,，潘男惱羞成怒，強行性侵得逞。,小妤受辱感到下體疼痛，要求上廁所休息，沒想到潘男竟趁機拍裸照，威脅她幫忙打手槍,，否則就要散布裸照；小妤懼怕私密照外流，無奈任憑擺佈，慘遭潘男二度指侵、性侵；,小妤假意配合，趁他不注意之際，以手機向友人求救。,朋友接獲訊息，火速衝到摩鐵救人，潘男見旅館人員和友人敲門才罷休；小妤返家後越想,越怒，不願姑息惡狼，報警處理，指認潘男時驚知他有槍砲與竊盜等前科，一時嚇到說不,出話來。,潘男自知事情嚴重性，主動求和，雙方協調後以80萬元和解，一審考量雙方已和解，輕判,3年2月，想不到潘男開的是芭樂票，頭期款20萬元都沒兌現，讓檢察官跳腳，上訴要求加,重刑期。,高院審理後認為跳票事實明確，已沒有輕判理由，因此撤銷原判決，改判3年半，仍可上,訴。",[新聞] 網友別亂見！相約北上吃飯 妙齡女被騙到
"盒盒可愛,但盒盒不說,盒盒10點多洗澡的時候,順便刷牙了,可是盒盒剛剛肚子餓餓,盒盒吃了品客,盒盒覺得好吃,盒盒一直吃,然後吃完就躺了,可是盒盒現在懶得去刷牙,怎麼辦,八卦？,--",[問卦] 盒盒不想刷牙
"最近發現台北滿多南京板鴨的便當店,賣的東西燒臘店也有，不過賣比較多內臟跟一些特殊部位,吃起來覺得比燒臘店好吃一點,主要差在哪,有八卦嗎嗎,--",[問卦] 南京板鴨店跟一般燒臘店差在哪
"歐美人跟亞洲人的觀點似乎差很多，12~18歲打架鬧事，在路上亂砸東西，,跟一群朋友放火燒掉草原，露鳥.........,在亞洲認為這種人不正常，,但是歐美人認為這沒什麼，這是正常表現，反倒是認真念書的人，他們認為心理不正常,周遭有好幾個12~18歲認真念書的人，30歲之後幾乎都是問題人物，在家中會一直鬧，,去餐廳吃個東西，服務生稍微動作慢就會暴怒罵人,歐美人認為，12~18歲打架鬧事,中二，才是正常人，大家是否認同?,--","[問卦] 12~18歲打架鬧事,中二,才是正常人??"
"炫富會怎麼樣？,炫富其實是種自卑？,就是對自身能力自卑，只能靠外顯的東西，,譬如昂貴名牌，昂貴手機等等，,去彰顯內心的空洞，,一個有內涵的人，就是要包裝到，看不太出來的炫富方式，,這樣才是有內涵對嗎？,XD,我到底在說什麼,--",[問卦] 炫富會怎麼樣？
